Format,Matches,Innings,Runs,Balls,Highest,Average,SR,Not Out,Fours,Sixes,Ducks,50s,100s,200s,300s,400s,player_name,Country
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Avishka Fernando,Sri Lanka
Test,118.0,210.0,8167.0,16856.0,200.0,44.63,48.46,27.0,831.0,89.0,6.0,45.0,16.0,1.0,0.0,0.0,Angelo Mathews,Sri Lanka
ODI,226.0,194.0,5916.0,7135.0,139.0,40.52,82.92,48.0,468.0,90.0,16.0,40.0,3.0,0.0,0.0,0.0,Angelo Mathews,Sri Lanka
T20,90.0,73.0,1416.0,1175.0,81.0,27.76,120.52,22.0,92.0,50.0,1.0,6.0,0.0,0.0,0.0,0.0,Angelo Mathews,Sri Lanka
IPL,49.0,42.0,724.0,575.0,65.0,23.35,125.92,11.0,44.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,Angelo Mathews,Sri Lanka
Test,5.0,9.0,298.0,454.0,68.0,33.11,65.64,0.0,32.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,Dhananjaya de Silva,Sri Lanka
ODI,27.0,24.0,516.0,525.0,66.0,22.43,98.29,1.0,39.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,Dhananjaya de Silva,Sri Lanka
T20,22.0,19.0,275.0,208.0,42.0,17.19,132.22,3.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,Dhananjaya de Silva,Sri Lanka
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhananjaya de Silva,Sri Lanka
Test,29.0,44.0,1432.0,1780.0,120.0,38.7,80.45,7.0,141.0,41.0,6.0,8.0,2.0,0.0,0.0,0.0,Milinda Siriwardana,Sri Lanka
ODI,45.0,35.0,742.0,699.0,74.0,26.5,106.16,7.0,58.0,29.0,2.0,4.0,0.0,0.0,0.0,0.0,Milinda Siriwardana,Sri Lanka
T20,41.0,39.0,503.0,365.0,59.0,15.72,137.81,7.0,27.0,30.0,6.0,3.0,0.0,0.0,0.0,0.0,Milinda Siriwardana,Sri Lanka
IPL,25.0,21.0,303.0,225.0,40.0,18.94,134.67,5.0,18.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,Milinda Siriwardana,Sri Lanka
Test,6.0,10.0,203.0,278.0,75.0,20.3,73.03,0.0,21.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,Thisara Perera,Sri Lanka
ODI,166.0,133.0,2338.0,2086.0,140.0,19.98,112.09,16.0,176.0,84.0,11.0,10.0,1.0,0.0,0.0,0.0,Thisara Perera,Sri Lanka
T20,84.0,74.0,1204.0,794.0,61.0,23.15,151.64,22.0,88.0,64.0,8.0,3.0,0.0,0.0,0.0,0.0,Thisara Perera,Sri Lanka
IPL,37.0,30.0,422.0,307.0,40.0,19.18,137.46,8.0,23.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,Thisara Perera,Sri Lanka
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isuru Udana,Sri Lanka
ODI,21.0,18.0,237.0,249.0,78.0,16.93,95.19,4.0,17.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,Isuru Udana,Sri Lanka
T20,35.0,25.0,256.0,186.0,84.0,18.29,137.64,11.0,16.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,Isuru Udana,Sri Lanka
IPL,10.0,4.0,15.0,11.0,10.0,5.0,136.37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Isuru Udana,Sri Lanka
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeevan Mendis,Sri Lanka
ODI,58.0,44.0,636.0,769.0,72.0,18.71,82.71,10.0,48.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,Jeevan Mendis,Sri Lanka
T20,22.0,15.0,208.0,174.0,43.0,18.91,119.55,4.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Jeevan Mendis,Sri Lanka
IPL,3.0,3.0,23.0,27.0,12.0,7.67,85.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Jeevan Mendis,Sri Lanka
Test,22.0,41.0,1177.0,1629.0,153.0,30.97,72.26,3.0,151.0,12.0,5.0,7.0,2.0,0.0,0.0,0.0,Kusal Perera,Sri Lanka
ODI,116.0,111.0,3237.0,3484.0,135.0,30.25,92.92,4.0,362.0,52.0,12.0,17.0,6.0,0.0,0.0,0.0,Kusal Perera,Sri Lanka
T20,77.0,76.0,2056.0,1533.0,101.0,28.16,134.12,3.0,199.0,65.0,4.0,15.0,1.0,0.0,0.0,0.0,Kusal Perera,Sri Lanka
IPL,2.0,2.0,14.0,13.0,14.0,7.0,107.7,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kusal Perera,Sri Lanka
Test,71.0,133.0,4668.0,8012.0,245.0,36.76,58.27,6.0,563.0,50.0,14.0,21.0,10.0,1.0,0.0,0.0,Kusal Mendis,Sri Lanka
ODI,143.0,140.0,4429.0,5076.0,143.0,34.33,87.26,11.0,445.0,74.0,14.0,33.0,5.0,0.0,0.0,0.0,Kusal Mendis,Sri Lanka
T20,78.0,78.0,1920.0,1458.0,86.0,25.6,131.69,3.0,165.0,81.0,6.0,15.0,0.0,0.0,0.0,0.0,Kusal Mendis,Sri Lanka
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kusal Mendis,Sri Lanka
Test,107.0,155.0,2245.0,2715.0,77.0,15.48,82.69,10.0,215.0,98.0,21.0,7.0,0.0,0.0,0.0,0.0,Suranga Lakmal,Sri Lanka
ODI,161.0,96.0,742.0,771.0,55.0,12.16,96.24,35.0,59.0,26.0,13.0,1.0,0.0,0.0,0.0,0.0,Suranga Lakmal,Sri Lanka
T20,125.0,50.0,303.0,218.0,39.0,11.22,139.0,23.0,20.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,Suranga Lakmal,Sri Lanka
IPL,54.0,20.0,120.0,107.0,36.0,9.23,112.15,7.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Suranga Lakmal,Sri Lanka
Test,30.0,37.0,275.0,619.0,64.0,11.46,44.43,13.0,36.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,Lasith Malinga,Sri Lanka
ODI,226.0,120.0,567.0,761.0,56.0,6.83,74.51,37.0,45.0,21.0,26.0,1.0,0.0,0.0,0.0,0.0,Lasith Malinga,Sri Lanka
T20,84.0,33.0,136.0,161.0,27.0,6.48,84.48,12.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,Lasith Malinga,Sri Lanka
IPL,122.0,25.0,88.0,99.0,17.0,5.5,88.89,9.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,Lasith Malinga,Sri Lanka
Test,2.0,4.0,71.0,77.0,53.0,17.75,92.21,0.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Jeffrey Vandersay,Sri Lanka
ODI,27.0,15.0,112.0,234.0,25.0,11.2,47.87,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Jeffrey Vandersay,Sri Lanka
T20,14.0,8.0,20.0,20.0,8.0,20.0,100.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeffrey Vandersay,Sri Lanka
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeffrey Vandersay,Sri Lanka
Test,11.0,22.0,481.0,875.0,66.0,24.05,54.98,2.0,56.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,Sabbir Rahman,Bangladesh
ODI,66.0,59.0,1333.0,1461.0,102.0,25.63,91.24,7.0,153.0,24.0,5.0,6.0,1.0,0.0,0.0,0.0,Sabbir Rahman,Bangladesh
T20,48.0,47.0,977.0,819.0,80.0,23.26,119.3,5.0,92.0,29.0,3.0,4.0,0.0,0.0,0.0,0.0,Sabbir Rahman,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sabbir Rahman,Bangladesh
Test,0.0,134.0,5134.0,8852.0,206.0,38.89,58.0,2.0,656.0,41.0,11.0,31.0,10.0,1.0,0.0,0.0,Tamim Iqbal,Bangladesh
ODI,243.0,240.0,8357.0,10642.0,158.0,36.65,78.53,12.0,925.0,103.0,19.0,56.0,14.0,0.0,0.0,0.0,Tamim Iqbal,Bangladesh
T20,78.0,78.0,1758.0,1500.0,103.0,24.08,117.2,5.0,189.0,45.0,6.0,7.0,1.0,0.0,0.0,0.0,Tamim Iqbal,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tamim Iqbal,Bangladesh
Test,16.0,30.0,831.0,1442.0,149.0,27.7,57.63,0.0,109.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,Soumya Sarkar,Bangladesh
ODI,76.0,71.0,2198.0,2282.0,169.0,32.32,96.32,3.0,256.0,52.0,9.0,13.0,3.0,0.0,0.0,0.0,Soumya Sarkar,Bangladesh
T20,87.0,86.0,1462.0,1197.0,68.0,17.83,122.14,4.0,145.0,55.0,13.0,5.0,0.0,0.0,0.0,0.0,Soumya Sarkar,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Soumya Sarkar,Bangladesh
Test,94.0,174.0,6007.0,12392.0,219.0,37.54,48.48,14.0,713.0,36.0,13.0,27.0,11.0,3.0,0.0,0.0,Mushfiqur Rahim,Bangladesh
ODI,274.0,256.0,7795.0,9780.0,144.0,36.26,79.71,41.0,617.0,100.0,12.0,49.0,9.0,0.0,0.0,0.0,Mushfiqur Rahim,Bangladesh
T20,102.0,93.0,1500.0,1305.0,72.0,19.23,114.95,15.0,126.0,37.0,8.0,6.0,0.0,0.0,0.0,0.0,Mushfiqur Rahim,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mushfiqur Rahim,Bangladesh
Test,48.0,84.0,2788.0,4740.0,141.0,33.59,58.82,1.0,345.0,16.0,2.0,17.0,4.0,0.0,0.0,0.0,Litton Das,Bangladesh
ODI,94.0,93.0,2569.0,2986.0,176.0,29.53,86.04,6.0,274.0,45.0,15.0,12.0,5.0,0.0,0.0,0.0,Litton Das,Bangladesh
T20,95.0,93.0,2021.0,1619.0,83.0,22.46,124.84,3.0,210.0,58.0,6.0,11.0,0.0,0.0,0.0,0.0,Litton Das,Bangladesh
IPL,1.0,1.0,4.0,4.0,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Litton Das,Bangladesh
Test,10.0,18.0,333.0,752.0,67.0,18.5,44.29,0.0,32.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,Mohammad Mithun,Bangladesh
ODI,34.0,30.0,714.0,921.0,73.0,27.46,77.53,4.0,61.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,Mohammad Mithun,Bangladesh
T20,17.0,13.0,127.0,136.0,47.0,10.58,93.39,1.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,Mohammad Mithun,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mohammad Mithun,Bangladesh
Test,36.0,67.0,797.0,1186.0,79.0,12.85,67.21,5.0,95.0,22.0,12.0,3.0,0.0,0.0,0.0,0.0,Mashrafe Mortaza,Bangladesh
ODI,220.0,158.0,1787.0,2041.0,51.0,13.75,87.56,28.0,149.0,62.0,15.0,1.0,0.0,0.0,0.0,0.0,Mashrafe Mortaza,Bangladesh
T20,54.0,39.0,377.0,278.0,36.0,13.46,135.62,11.0,28.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,Mashrafe Mortaza,Bangladesh
IPL,1.0,1.0,2.0,2.0,2.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mashrafe Mortaza,Bangladesh
Test,27.0,47.0,265.0,603.0,45.0,9.46,43.95,19.0,34.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,Rubel Hossain,Bangladesh
ODI,104.0,53.0,144.0,277.0,17.0,4.97,51.99,24.0,14.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,Rubel Hossain,Bangladesh
T20,28.0,15.0,20.0,36.0,8.0,4.0,55.56,10.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Rubel Hossain,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rubel Hossain,Bangladesh
Test,15.0,22.0,66.0,162.0,16.0,4.4,40.75,7.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,Mustafizur Rahman,Bangladesh
ODI,109.0,54.0,166.0,319.0,20.0,7.9,52.04,33.0,18.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,Mustafizur Rahman,Bangladesh
T20,106.0,32.0,87.0,117.0,15.0,4.58,74.36,13.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,Mustafizur Rahman,Bangladesh
IPL,57.0,9.0,13.0,23.0,8.0,13.0,56.53,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mustafizur Rahman,Bangladesh
Test,51.0,93.0,1952.0,3920.0,103.0,23.52,49.8,10.0,231.0,20.0,6.0,9.0,1.0,0.0,0.0,0.0,Mehidy Hasan Miraz,Bangladesh
ODI,105.0,76.0,1617.0,2105.0,112.0,24.5,76.82,10.0,137.0,27.0,4.0,6.0,2.0,0.0,0.0,0.0,Mehidy Hasan Miraz,Bangladesh
T20,29.0,24.0,354.0,305.0,46.0,17.7,116.07,4.0,29.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,Mehidy Hasan Miraz,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mehidy Hasan Miraz,Bangladesh
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mohammad Saifuddin,Bangladesh
ODI,29.0,19.0,362.0,422.0,51.0,36.2,85.79,9.0,29.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,Mohammad Saifuddin,Bangladesh
T20,38.0,21.0,206.0,180.0,39.0,18.73,114.45,10.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,Mohammad Saifuddin,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mohammad Saifuddin,Bangladesh
Test,13.0,22.0,36.0,157.0,8.0,2.57,22.93,8.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Abu Jayed,Bangladesh
ODI,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abu Jayed,Bangladesh
T20,3.0,2.0,3.0,7.0,2.0,1.5,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abu Jayed,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abu Jayed,Bangladesh
Test,50.0,94.0,2914.0,5456.0,150.0,33.11,53.41,6.0,338.0,24.0,11.0,16.0,5.0,0.0,0.0,0.0,Mahmudullah,Bangladesh
ODI,239.0,209.0,5689.0,7330.0,128.0,36.47,77.62,53.0,426.0,107.0,10.0,32.0,4.0,0.0,0.0,0.0,Mahmudullah,Bangladesh
T20,141.0,130.0,2443.0,2083.0,64.0,23.49,117.29,26.0,184.0,77.0,5.0,8.0,0.0,0.0,0.0,0.0,Mahmudullah,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mahmudullah,Bangladesh
Test,4.0,8.0,173.0,375.0,75.0,28.83,46.14,2.0,13.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,Mosaddek Hossain,Bangladesh
ODI,43.0,35.0,634.0,762.0,52.0,25.36,83.21,10.0,58.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,Mosaddek Hossain,Bangladesh
T20,33.0,31.0,389.0,341.0,48.0,18.52,114.08,10.0,26.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,Mosaddek Hossain,Bangladesh
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mosaddek Hossain,Bangladesh
Test,71.0,130.0,4609.0,7473.0,217.0,37.78,61.68,8.0,556.0,28.0,6.0,31.0,5.0,1.0,0.0,0.0,Shakib Al Hasan,Bangladesh
ODI,247.0,234.0,7570.0,9138.0,134.0,37.11,82.85,30.0,699.0,54.0,12.0,56.0,9.0,0.0,0.0,0.0,Shakib Al Hasan,Bangladesh
T20,129.0,126.0,2551.0,2104.0,84.0,23.19,121.25,16.0,258.0,53.0,9.0,13.0,0.0,0.0,0.0,0.0,Shakib Al Hasan,Bangladesh
IPL,71.0,52.0,793.0,637.0,66.0,19.83,124.49,12.0,73.0,21.0,4.0,2.0,0.0,0.0,0.0,0.0,Shakib Al Hasan,Bangladesh
Test,5.0,10.0,278.0,618.0,62.0,27.8,44.99,0.0,30.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Aaron Finch,Australia
ODI,146.0,142.0,5406.0,6163.0,153.0,38.89,87.72,3.0,533.0,129.0,16.0,30.0,17.0,0.0,0.0,0.0,Aaron Finch,Australia
T20,103.0,103.0,3120.0,2189.0,172.0,34.29,142.54,12.0,309.0,125.0,8.0,19.0,2.0,0.0,0.0,0.0,Aaron Finch,Australia
IPL,92.0,90.0,2091.0,1631.0,88.0,24.89,128.21,6.0,214.0,78.0,8.0,15.0,0.0,0.0,0.0,0.0,Aaron Finch,Australia
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adam Zampa,Australia
ODI,111.0,55.0,362.0,545.0,36.0,10.06,66.43,19.0,31.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,Adam Zampa,Australia
T20,95.0,22.0,68.0,76.0,13.0,5.67,89.48,10.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Adam Zampa,Australia
IPL,21.0,5.0,15.0,24.0,7.0,3.0,62.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Adam Zampa,Australia
Test,39.0,57.0,1757.0,2824.0,156.0,35.14,62.22,7.0,186.0,12.0,3.0,9.0,2.0,0.0,0.0,0.0,Alex Carey,Australia
ODI,80.0,72.0,2149.0,2364.0,106.0,35.82,90.91,12.0,203.0,24.0,4.0,12.0,1.0,0.0,0.0,0.0,Alex Carey,Australia
T20,38.0,26.0,233.0,215.0,37.0,11.1,108.38,5.0,19.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,Alex Carey,Australia
IPL,3.0,3.0,32.0,29.0,14.0,16.0,110.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex Carey,Australia
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew Tye,Australia
ODI,7.0,7.0,57.0,48.0,19.0,14.25,118.75,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrew Tye,Australia
T20,32.0,15.0,83.0,76.0,20.0,10.38,109.22,7.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Andrew Tye,Australia
IPL,30.0,13.0,91.0,76.0,25.0,10.11,119.74,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Andrew Tye,Australia
Test,5.0,7.0,195.0,351.0,98.0,32.5,55.56,1.0,24.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Ashton Agar,Australia
ODI,22.0,18.0,322.0,388.0,48.0,24.77,82.99,5.0,28.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,Ashton Agar,Australia
T20,49.0,29.0,279.0,278.0,29.0,11.63,100.36,5.0,19.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,Ashton Agar,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ashton Agar,Australia
Test,28.0,43.0,1377.0,2835.0,174.0,36.24,48.58,5.0,152.0,13.0,3.0,6.0,2.0,0.0,0.0,0.0,Cameron Green,Australia
ODI,28.0,24.0,626.0,756.0,89.0,36.82,82.81,7.0,54.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,Cameron Green,Australia
T20,13.0,12.0,263.0,172.0,62.0,26.3,152.91,2.0,21.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,Cameron Green,Australia
IPL,29.0,28.0,707.0,460.0,100.0,41.59,153.7,11.0,62.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,Cameron Green,Australia
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Sams,Australia
ODI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Sams,Australia
T20,10.0,7.0,106.0,62.0,41.0,26.5,170.97,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Sams,Australia
IPL,16.0,13.0,44.0,44.0,15.0,4.89,100.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Daniel Sams,Australia
Test,112.0,205.0,8786.0,12516.0,335.0,44.6,70.2,8.0,1036.0,69.0,13.0,37.0,26.0,3.0,1.0,0.0,David Warner,Australia
ODI,161.0,159.0,6932.0,7127.0,179.0,45.01,97.27,5.0,733.0,130.0,4.0,33.0,22.0,0.0,0.0,0.0,David Warner,Australia
T20,110.0,110.0,3277.0,2300.0,100.0,33.44,142.48,12.0,338.0,122.0,6.0,28.0,1.0,0.0,0.0,0.0,David Warner,Australia
IPL,184.0,184.0,6565.0,4697.0,126.0,40.52,139.78,22.0,664.0,235.0,11.0,62.0,4.0,0.0,0.0,0.0,David Warner,Australia
Test,7.0,14.0,339.0,570.0,104.0,26.08,59.48,1.0,33.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,Glenn Maxwell,Australia
ODI,149.0,136.0,3990.0,3149.0,201.0,33.81,126.71,18.0,382.0,155.0,12.0,23.0,4.0,1.0,0.0,0.0,Glenn Maxwell,Australia
T20,116.0,106.0,2664.0,1719.0,145.0,29.93,154.98,17.0,224.0,137.0,4.0,11.0,5.0,0.0,0.0,0.0,Glenn Maxwell,Australia
IPL,135.0,130.0,2771.0,1769.0,95.0,24.52,156.65,17.0,232.0,160.0,19.0,18.0,0.0,0.0,0.0,0.0,Glenn Maxwell,Australia
Test,21.0,25.0,417.0,971.0,47.0,26.06,42.95,9.0,44.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,James Pattinson,Australia
ODI,15.0,8.0,42.0,80.0,13.0,10.5,52.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Pattinson,Australia
T20,4.0,2.0,5.0,3.0,5.0,0.0,166.67,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Pattinson,Australia
IPL,10.0,2.0,15.0,13.0,11.0,15.0,115.39,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James Pattinson,Australia
Test,23.0,40.0,1442.0,2557.0,180.0,36.97,56.4,1.0,183.0,14.0,6.0,7.0,4.0,0.0,0.0,0.0,Joe Burns,Australia
ODI,6.0,6.0,146.0,184.0,69.0,24.33,79.35,0.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Joe Burns,Australia
T20,5.0,5.0,211.0,146.0,108.0,70.33,144.53,2.0,18.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,Joe Burns,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Burns,Australia
Test,72.0,88.0,510.0,1180.0,39.0,11.86,43.23,45.0,73.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
ODI,91.0,35.0,131.0,161.0,23.0,16.38,81.37,27.0,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
T20,52.0,10.0,29.0,27.0,13.0,9.67,107.41,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
IPL,28.0,6.0,19.0,28.0,7.0,0.0,67.86,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia
ODI,71.0,64.0,1495.0,1591.0,146.0,26.7,93.97,8.0,134.0,49.0,5.0,6.0,1.0,0.0,0.0,0.0,Marcus Stoinis,Australia
T20,74.0,61.0,1245.0,838.0,78.0,31.92,148.57,22.0,99.0,63.0,2.0,5.0,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia
IPL,97.0,89.0,1886.0,1329.0,124.0,28.15,141.92,22.0,151.0,93.0,9.0,9.0,1.0,0.0,0.0,0.0,Marcus Stoinis,Australia
Test,57.0,102.0,4396.0,8463.0,215.0,46.77,51.95,8.0,490.0,12.0,4.0,23.0,11.0,2.0,0.0,0.0,Marnus Labuschagne,Australia
ODI,63.0,56.0,1869.0,2228.0,124.0,35.94,83.89,4.0,154.0,10.0,3.0,12.0,2.0,0.0,0.0,0.0,Marnus Labuschagne,Australia
T20,1.0,1.0,2.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marnus Labuschagne,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marnus Labuschagne,Australia
Test,36.0,63.0,1613.0,3203.0,117.0,29.87,50.36,9.0,175.0,12.0,3.0,5.0,4.0,0.0,0.0,0.0,Matthew Wade,Australia
ODI,97.0,83.0,1867.0,2288.0,100.0,26.3,81.6,12.0,129.0,34.0,5.0,11.0,1.0,0.0,0.0,0.0,Matthew Wade,Australia
T20,92.0,68.0,1202.0,896.0,80.0,26.13,134.16,22.0,95.0,46.0,1.0,3.0,0.0,0.0,0.0,0.0,Matthew Wade,Australia
IPL,15.0,14.0,183.0,177.0,35.0,13.07,103.39,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Wade,Australia
Test,2.0,3.0,56.0,72.0,35.0,18.67,77.78,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Neser,Australia
